Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
A Samurai’s Vengeance (Zen Studios 2023),Zen Studios,2023,World Culture,-,-,-,-,FX,Zen Studios,-,2023-07-18,A Samurai’s Vengeance
Adventure Land (Zen Studios 2017),Zen Studios,2017,Fantasy,4,-,-,-,FX,Zen Studios,-,2022-04-02,Adventure Land
Alien Isolation Pinball (Zen Studios 2016),Zen Studios,2016,"Licensed Theme, Horror, Science Fiction, Movie",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Alien Isolation Pinball
Alien vs Predator Pinball (Zen Studios 2016),Zen Studios,2016,"Licensed Theme, Horror, Science Fiction, Movie",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Alien vs Predator Pinball
Aliens Pinball (Zen Studios 2016),Zen Studios,2016,"Licensed Theme, Horror, Science Fiction, Movie",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Aliens Pinball
American Dad! Pinball (Zen Studios 2015),Zen Studios,2015,"Licensed Theme, TV Show",4,-,-,-,FX3,Zen Studios,-,2000-01-01,American Dad! Pinball
Archer Pinball (Zen Studios 2015),Zen Studios,2015,"Licensed Theme, TV Show",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Archer Pinball
Back to the Future Pinball (Zen Studios 2017),Zen Studios,2017,"Licensed Theme, Science Fiction, Time Travel, Movie",4,-,-,-,FX,"Zen Studios, Peter Grafl",-,2022-04-02,Back to the Future Pinball
Biolab (Zen Studios 2010),Zen Studios,2010,Science Fiction,4,-,-,-,FX,Zen Studios,-,2023-07-23,Biolab
Blade (Zen Studios 2013),Zen Studios,2013,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Imre Szigeti",-,2023-07-19,Blade
Bob's Burgers Pinball (Zen Studios 2015),Zen Studios,2015,"Licensed Theme, Comics",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Bob's Burgers Pinball
Borderlands - Vault Hunter Pinball (Zen Studios 2023),Zen Studios,2023,"Licensed Theme, Video Game",-,-,-,-,FX,Zen Studios,-,2023-07-19,Borderlands - Vault Hunter Pinball
Brothers in Arms - Win the War Pinball (Zen Studios 2023),Zen Studios,2023,"Licensed Theme, Video Game, Combat",-,-,-,-,FX,Zen Studios,-,2023-07-19,Brothers in Arms - Win the War Pinball
Captain America (Zen Studios 2011),Zen Studios,2011,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Viktor Gyorei",-,2023-07-19,Captain America
CastleStorm (Zen Studios 2015),Zen Studios,2015,Medieval,4,-,-,-,FX,Zen Studios,-,2022-04-02,CastleStorm
Civil War (Zen Studios 2012),Zen Studios,2012,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Mate Szeplaki",-,2023-07-19,Civil War
Crypt of the Necrodancer Pinball (Zen Studios 2023),Zen Studios,2023,Video Game,-,-,-,-,FX,Zen Studios,-,2023-07-19,Crypt of the Necrodancer Pinball
Curse of the Mummy (Zen Studios 2022),Zen Studios,2022,"Horror, Legends, Supernatural",-,-,-,-,FX,"Zen Studios, Anna Lengyel, Peter Grafl",-,2022-04-02,Curse of the Mummy
Deadpool (Zen Studios 2014),Zen Studios,2014,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Tamas Pokrocz",-,2023-07-19,Deadpool
Doctor Strange (Zen Studios 2013),Zen Studios,2013,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Ivan Nicoara",-,2023-07-19,Doctor Strange
Doom Pinball (Zen Studios 2016),Zen Studios,2016,"Licensed Theme, Video Game",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Doom Pinball
DreamWorks How to Train Your Dragon Pinball (Zen Studios 2021),Zen Studios,2021,"Animation, Dragons, Movie",-,-,-,-,FX,"Zen Studios, Zoltan Vari",-,2023-07-19,DreamWorks How to Train Your Dragon Pinball
DreamWorks Kung Fu Panda Pinball (Zen Studios 2021),Zen Studios,2021,Animation,-,-,-,-,FX,"Zen Studios, Peter Kovacs",-,2023-07-23,DreamWorks Kung Fu Panda Pinball
DreamWorks Trolls Pinball (Zen Studios 2021),Zen Studios,2021,Animation,-,-,-,-,FX,"Zen Studios, Anna Lengyel",-,2023-07-23,DreamWorks Trolls Pinball
E.T. Pinball (Zen Studios 2017),Zen Studios,2017,"Licensed Theme, Fantasy",4,-,-,-,FX,"Zen Studios, Peter Horvath",-,2022-04-02,E.T. Pinball
Earth Defense (Zen Studios 2013),Zen Studios,2013,Science Fiction,4,-,-,-,FX3,Zen Studios,-,2000-01-01,Earth Defense
El Dorado (Zen Studios 2013),Zen Studios,2013,Legends,4,-,-,-,FX3,Zen Studios,-,2000-01-01,El Dorado
Epic Quest (Zen Studios 2013),Zen Studios,2013,Medieval,4,-,-,-,FX3,Zen Studios,-,2000-01-01,Epic Quest
Excalibur (Zen Studios 2013),Zen Studios,2013,Medieval,4,-,-,-,FX3,Zen Studios,-,2000-01-01,Excalibur
Fallout Pinball (Zen Studios 2016),Zen Studios,2016,"Licensed Theme, Video Game",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Fallout Pinball
Family Guy Pinball (Zen Studios 2015),Zen Studios,2015,"Licensed Theme, TV Show",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Family Guy Pinball
Fantastic Four (Zen Studios 2011),Zen Studios,2011,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Peter Grafl",-,2023-07-19,Fantastic Four
Fear Itself (Zen Studios 2012),Zen Studios,2012,"Licensed Theme, Comics",4,-,-,-,FX,"Zen Studios, Zoltan Vari",-,2023-07-19,Fear Itself
Garfield Pinball (Zen Studios 2021),Zen Studios,2021,"Comics, Cartoon, Cat",-,-,-,-,FX,"Zen Studios, Thomas Crofts",-,2023-07-19,Garfield Pinball
Ghost Rider (Zen Studios 2011),Zen Studios,2011,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Zoltan Vari",-,2023-07-19,Ghost Rider
Godzilla Pinball (Zen Studios 2023),Zen Studios,2023,"Licensed Theme, Monsters",-,-,-,-,FX,Zen Studios,-,2023-07-19,Godzilla Pinball
Godzilla vs. Kong Pinball (Zen Studios 2023),Zen Studios,2023,"Movie, Fantasy, Monsters, Licensed Theme",-,-,-,-,FX,Zen Studios,-,2023-08-30,Godzilla vs. Kong Pinball
Grimm Tales (Zen Studios 2023),Zen Studios,2023,Fantasy,-,-,-,-,FX,Zen Studios,-,2023-07-19,Grimm Tales
Homeworld - Journey to Hiigara Pinball (Zen Studios 2023),Zen Studios,2023,"Science Fiction, Video Game",-,-,-,-,FX,Zen Studios,-,2023-07-19,Homeworld - Journey to Hiigara Pinball
Iron Man (Zen Studios 2010),Zen Studios,2010,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Ivan Nicoara",-,2023-07-19,Iron Man
Jaws Pinball (Zen Studios 2017),Zen Studios,2017,"Licensed Theme, Fantasy, Nautical, Movie",4,-,-,-,FX,"Zen Studios, Szucs David",-,2022-04-02,Jaws Pinball
Jurassic Park Pinball (Zen Studios 2018),Zen Studios,2018,"Licensed Theme, Fantasy, Movie, Dinosaurs",4,-,-,-,FX,"Zen Studios, Zoltan Vari",-,2022-04-02,Jurassic Park Pinball
Jurassic Park Pinball Mayhem (Zen Studios 2018),Zen Studios,2018,"Licensed Theme, Fantasy, Movie, Dinosaurs",4,-,-,-,FX,"Zen Studios, Peter Horvath",-,2022-04-02,Jurassic Park Pinball Mayhem
Jurassic World Pinball (Zen Studios 2018),Zen Studios,2018,"Licensed Theme, Fantasy, Movie, Dinosaurs",4,-,-,-,FX,"Zen Studios, Thomas Crofts",-,2022-04-02,Jurassic World Pinball
Kong Pinball (Zen Studios 2023),Zen Studios,2023,"Licensed Theme, Monsters",-,-,-,-,FX,Zen Studios,-,2023-07-19,Kong Pinball
Mars (Zen Studios 2013),Zen Studios,2013,Science Fiction,4,-,-,-,FX3,Zen Studios,-,2000-01-01,Mars
Marvel's Ant-Man (Zen Studios 2015),Zen Studios,2015,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Zoltan Vari",-,2023-07-18,Marvel's Ant-Man
Marvel's Avengers Age of Ultron (Zen Studios 2015),Zen Studios,2015,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Tamas Pokrocz",-,2023-07-18,Marvel's Avengers Age of Ultron
