Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
O Brother Where Art Thou (Original 2021),Original,2021,"Movie, Musical",-,-,-,EM,VPX,"Onevox, Scottacus, Loserman76, Thalamus, Jfr1, Mlager, Arngrim, Bord",1.6,2021-09-11,O Brother Where Art Thou
Oasis Knebworth (Original 2023),Original,2023,"Music, Celebrities",-,-,-,-,VPX,"Dr.Nobody, JPSalas, Balutito, Joe Picasso, Hawkeyez88, DigitalJedi084, Paladin, Springjack",1.0.0,2023-08-06,Oasis Knebworth
Oba-Oba (Taito do Brasil 1978),Taito do Brasil,1978,"Music, Dancing",4,4572,-,SS,VPX,"MauiPunter, Carlos Guizzo, Tio Italo, Wildman, JPSalas",4.1.0,2023-05-18,Oba-Oba
Pantera (Original 2020),Original,2020,"Music, Heavy Metal",4,-,-,SS,VPX,"Pedro Peres, Team Tuga, Joe Picasso, TerryRed, Joey Beaulieu (Joe Picasso), Mark Tunstill, Ray Pritchard, Andrew Walsh (Awalsh053), Team PP, Bigus1, JPSalas, Nailbuster",1.0.0,2022-03-28,Pantera
Petaco (Juegos Populares 1984),Juegos Populares,1984,"Music, People",-,4883,-,SS,VPX,"Wiesshund, Dboyrecords, TAB, Destruk, MrcMrc",4.0,2023-09-21,Petaco
Phantom of the Opera (Data East 1990),Data East,1990,"Music, Singing",4,1777,-,SS,VPX,"TastyWasps, 32assassin, DCrosby, Cirque, HauntFreaks, Leojreimroc, Mr Grynch, Redbone, VPW Team",1.25,2023-12-21,Phantom of the Opera
Phantom of the Paradise (Original 2021),Original,2021,"Musical, Movie, Comedy, Horror",-,-,-,SS,-,Mark Paulik (WPilot),1.0.1,2022-04-13,Phantom of the Paradise
Pink Floyd (Original 2022),Original,2022,Music,-,-,-,SS,FP,"NitroNimbus, Francisco666, SLAMT1LT",2.6,2023-08-10,Pink Floyd
Pink Floyd - The Wall (Original 2020),Original,2020,Music,-,-,-,SS,VPX,SuperED,3.28c,2023-06-25,Pink Floyd - The Wall
Pink Floyd Pinball (Original 2020),Original,2020,Music,-,-,-,SS,VPX,"Stevegooner1234, Davor Lipovac, Laylow, JPSalas",1.0,2020-08-15,Pink Floyd Pinball
Primus (Stern 2018),Stern,2018,"Licensed Theme, Music, Singing",4,6610,-,SS,VPX,"Drummer72, Thalamus, Stefanaustria (STAT), Iaakki, Allknowing2012, HauntFreaks, JPSalas",1.1,2021-02-01,Primus
Psychedelic (Gottlieb 1970),Gottlieb,1970,"Music, Singing, Dancing, Psychedelic",1,1873,-,EM,VPX,"Loserman76, GNance",1.0.0f,2021-12-15,Psychedelic
Punk! (Gottlieb 1982),Gottlieb,1982,Music,4,1877,-,SS,VPX,"Rajo Joey, Sixtoe, Rawd, Balater",1.0.0,2021-12-01,Punk!
Puscifer Pinball (Original 2022),Original,2022,Music,-,-,-,SS,VPX,"Rrreed, JPSalas",1.0.0,2022-08-03,Puscifer Pinball
Queen - Limited Edition (Original 2021),Original,2021,Music,4,-,-,SS,VPX,"Marty02, Ivantba, JPSalas",2.0,2022-01-09,Queen - Limited Edition
Queen - Show Must Go On (Original 2022),Original,2022,Music,-,-,-,SS,VPX,"Marty02, Allknowing2012",3.5,2022-10-31,Queen - Show Must Go On
Queen The Game - Hits (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Wizball, Mark Paulik (WPilot), Lumigado",1.4.1,2022-09-19,Queen The Game - Hits
Queens of the Stone Age (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"MellerMeller, Goldchicco, Destruk",1.5,2024-01-09,Queens of the Stone Age
Rammstein - Fire & Power (Original 2023),Original,2023,"Music, Heavy Metal",-,-,-,SS,VPX,"Balutito, Icepinball, Goldchicco, Apophis, Walamab",1.0.0,2023-07-28,Rammstein - Fire & Power
Ramones (Original 2012),Original,2012,Music,4,-,-,EM,VPX,"Pinball58, Fluffhead35, BorgDog, Apophis, Arngrim, HauntFreaks",1.0,2021-11-29,Ramones
Red Hot Chili Peppers Pinball (Original 2021),Original,2021,Music,4,-,-,SS,VPX,"Darthwhat, Destruk, Goldchicco",1.1,2023-06-21,Red Hot Chili Peppers Pinball
Red Hot Pinball (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Balutito, Bigbeefr, ScottyWic, Gaetan joly, Ludovic Denis, Rénald Thomas, VroOnsh Rajdam ladiv, Hugh Berney",1.0.0,2023-09-09,Red Hot Pinball
Road Blues (Original 2020),Original,2020,Music,4,-,-,SS,VPX,Marty02,2.0,2020-06-06,Road Blues
Rob Zombie's Spookshow International (Spooky Pinball 2016),Spooky Pinball,2016,"Licensed Theme, Horror, Supernatural, Music",4,-,-,SS,VPX,TheGhost787,1.0,2016-11-20,Rob Zombie's Spookshow International
Rock (Gottlieb 1985),Gottlieb,1985,Music,4,1978,-,SS,VPX,JPSalas,4.0.0,2022-10-27,Rock
Rock And Roll (Original 2020),Original,2020,Music,4,-,-,SS,VPX,"Marty02, Destruk",1.1,2021-12-24,Rock And Roll
Rock Encore (Gottlieb 1986),Gottlieb,1986,"Music, Singing",4,1979,-,SS,VPX,"Morttis, Arconovum, 32assassin, JPSalas",1.0.0-1.0,2023-06-21,Rock Encore
Rock N Roll Diner (Original 2020),Original,2020,"Music, Singing, Food",-,-,-,SS,VPX,"Stevegooner1234, Wildman, PEandS1Ws",1.0,2020-11-19,Rock N Roll Diner
Rock Star (Gottlieb 1978),Gottlieb,1978,"Music, Singing",1,1983,-,EM,VPX,"Rajo Joey, Loserman76, GNance",1.0.0,2023-01-07,Rock Star
Rock Sugar (Original 2022),Original,2022,"Music, Rock, Pop",-,-,-,SS,VPX,"Addestratore, Dids666",1.0.0,2022-04-27,Rock Sugar
Rockabilly (Original 2022),Original,2022,"Rock, Music",-,-,-,SS,VPX,"Marty02, JPSalas",2.0,2022-06-18,Rockabilly
Rod Stewart (Original 2023),Original,2023,Music,-,-,-,EM,VPX,"Akirasan, JPSalas",1.0.0,2023-11-25,Rod Stewart
Roller Disco (Gottlieb 1980),Gottlieb,1980,"Roller Skating, Music, Happiness",4,2005,-,SS,-,"Balutito, Springjack, BorgDog, HauntFreaks",1.3,2022-06-24,Roller Disco
Rolling Stones (Bally 1980),Bally,1980,"Celebrities, Licensed Theme, Music",4,2010,-,SS,VPX,JPSalas,4.0.3,2023-03-07,Rolling Stones
