Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
Lunelle (Taito do Brasil 1981),Taito do Brasil,1981,Fantasy,4,4591,-,SS,VPX,"JPSalas, Tio Italo, Carlos Guizzo, Pmax65, HauntFreaks, Rothbauerw, TAB",4.3.0,2023-11-02,Lunelle
Mac Jungle (MAC S.A. 1987),MAC S.A.,1987,"Fantasy, Jungle",4,3187,-,SS,VPX,"Mfuegemann, Dark, GTXJoe, Akiles50000",1.1,2019-02-04,Mac Jungle
Mac's Galaxy (MAC S.A. 1986),MAC S.A.,1986,"Science Fiction, Space Fantasy",4,3455,-,SS,VPX,Mfuegemann,1.2,2017-11-18,Mac's Galaxy
Magic (Stern 1979),Stern,1979,Fantasy,4,1509,-,SS,VPX,"Goldchicco, 32assassin, Mfuegemann",1.1,2021-11-29,Magic
Magic Castle (Zaccaria 1984),Zaccaria,1984,"Fantasy, Vampires",4,1511,-,SS,VPX,"32assassin, Francisco666",2.0,2016-01-02,Magic Castle
Magnotron (Gottlieb 1974),Gottlieb,1974,Fantasy,4,1519,-,EM,VPX,"Teisen, Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, Borgdog, Arngrim",1.0.0,2024-01-09,Magnotron
Mars Attacks (Original 2022),Original,2022,"Aliens, Martians, Fantasy",-,-,-,SS,VPX,"Donuts10, JPSalas",1.0.0,2022-05-18,Mars Attacks
Mars God of War (Gottlieb 1981),Gottlieb,1981,"Mythology, Fantasy",-,1549,-,EM,FP,TheGhost787,1.0,2023-07-27,Mars God of War
Mars Trek (Sonic 1977),Sonic,1977,"Outer Space, Fantasy",-,1550,-,EM,VPX,Klodo81,1.1,2023-06-26,Mars Trek
Martian Queen (LTD do Brasil 1981),LTD do Brasil,1981,"Aliens, Martians, Fantasy, Outer Space",-,5885,-,SS,VPX,"Mfuegemann, Carlos Guizzo, Joao Pedras, Gaston, Akiles50000",1.2,2019-11-06,Martian Queen
Medieval Madness (Williams 1997),Williams,1997,"Fantasy, Medieval, Wizards, Magic",4,4032,-,SS,VPX,"Bigus1, Dozer, JPSalas",2.0,2023-05-04,Medieval Madness
Medusa (Bally 1981),Bally,1981,"Fantasy, Mythology",4,1565,-,SS,VPX,"UnclePaulie, EBisLit, Iaakki, JPSalas",2.0.1,2023-07-21,Medusa
Metal Man (Inder 1992),Inder,1992,Fantasy,-,4092,-,SS,VPX,"Ext2k, JPSalas",1.0.0,2023-11-29,Metal Man
Metropolis (Maresa 1982),Maresa,1982,"Fantasy, Outer Space, Science Fiction",-,5732,-,EM,VPX,"JPSalas, Akiles5000, Loserman76, Kiwi, Leeoneil, Punk Tiger",4.0.0,2022-10-20,Metropolis
Middle Earth (Atari 1978),Atari,1978,Fantasy,4,1590,-,SS,VPX,Balater,1.00,2021-10-08,Middle Earth
Miss World (Geiger 1982),Geiger,1982,Fantasy,4,3970,-,SS,VPX,"Jbg4208, Thalamus, Wildman, Warioland, Armyaviation, 32assassin, TAB",1.0.0,2021-12-13,Miss World
Moon Light (Inder 1987),Inder,1987,"Outer Space, Fantasy",4,4416,-,SS,VPX,"Ext2k, Mfuegemann, Goldchicco, 32assassin",1.0.0,2023-11-29,Moon Light
Mr. Black (Taito do Brasil 1982),Taito do Brasil,1982,Fantasy,4,4586,-,SS,VPX,"JPSalas, Carlos Guizzo, Pmax65, Rothbauerw",4.0.0,2022-08-29,Mr. Black
Nautilus (Playmatic 1984),Playmatic,1984,"Fantasy, Mythology",4,822,-,SS,VPX,"BallStuck, Goldchicco, Mfuegemann, Akiles50000",1.0.0,2022-11-20,Nautilus
Nemesis (Peyper 1986),Peyper,1986,Fantasy,4,4880,-,SS,VPX,"Mfuegemann, Wiesshund, Thalamus, Akiles50000, Arngrim, Batch, Bord, nFozzy",1.2,2021-12-18,Nemesis
Neverending Story Pinball (Original 2021),Original,2021,"Movie, Fantasy, Kids",-,-,-,SS,VPX,"Oly2, Mark Paulik (WPilot), JPSalas",1.0.0,2023-08-14,Neverending Story Pinball
PIN-BOT (Williams 1986),Williams,1986,"Fantasy, Outer Space",4,1796,-,SS,VPX,Bord,2.1.1,2022-02-25,PIN-BOT
Panthera (Gottlieb 1980),Gottlieb,1980,Fantasy,4,1745,-,SS,VPX,JPSalas,4.0.1,2022-10-25,Panthera
Paragon (Bally 1979),Bally,1979,Fantasy,4,1755,-,SS,VPX,"Bord, Iaakki, Rothbauerw, TastyWasps, Rajo Joey, Redbone",2.5,2024-01-06,Paragon
Pasha (Zen Studios 2010),Zen Studios,2010,Fantasy,4,-,-,-,FX,Zen Studios,-,2022-04-02,Pasha
Paul Bunyan (Gottlieb 1968),Gottlieb,1968,"Fantasy, Mythology",2,1768,-,EM,VPX,"BorgDog, Leon Spalding, 3rdAxis, Bord",1.1,2022-03-19,Paul Bunyan
Pindar - The Lizard King (Original 2021),Original,2021,"Fantasy, Monsters",-,-,-,SS,VPX,"Chepas, Fuzzel, Aram Firozy, Pingod, HorsePin",1.0,2021-12-31,Pindar - The Lizard King
Polar Explorer (Taito do Brasil 1983),Taito do Brasil,1983,Fantasy,4,4588,-,SS,VPX,JPSalas,4.0.0,2022-08-29,Polar Explorer
Quicksilver (Stern 1980),Stern,1980,Fantasy,4,1895,-,SS,VPX,"Goldchicco, 32assassin, Mfuegemann",2.0c,2021-12-15,Quicksilver
Red Sonja (Original 2019),Original,2019,"Movie, Fantasy",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-12-10,Red Sonja
Ro Go (Bally 1974),Bally,1974,"Fantasy, Norse Mythology",4,1969,-,EM,VPX,HSM,1.0,2018-03-17,Ro Go
RockMakers (Bally 1968),Bally,1968,Fantasy,4,1980,-,EM,VPX,"Wimkuijp, Jan Izaks",2.2,2018-06-12,RockMakers
Scorpion (Williams 1980),Williams,1980,Fantasy,4,2067,-,SS,VPX,"Bigus1, Allknowing2012",1.2,2022-06-28,Scorpion
Seawitch (Stern 1980),Stern,1980,Fantasy,4,2089,-,SS,VPX,JPSalas,4.0.1,2022-11-30,Seawitch
Seven of Nine Star Trek Voyager Borg Edition (Original 2022),Original,2022,"Licensed Theme, Outer Space, Science Fiction, Space Fantasy, TV Show",-,-,-,SS,VPX,"Icepinball, Xenonph",1.0.0,2022-05-13,Seven of Nine Star Trek Voyager Borg Edition
Shaman (Zen Studios 2013),Zen Studios,2013,Fantasy,4,-,-,-,FX3,Zen Studios,-,2000-01-01,Shaman
Shock (Taito do Brasil 1979),Taito do Brasil,1979,Fantasy,4,4573,-,SS,VPX,"JPSalas, Carlos Guizzo, Tio Italo, Pmax65",4.0.0,2022-08-29,Shock
Silverball Mania (Bally 1980),Bally,1980,"Sports, Pinball, Fantasy",4,2156,-,SS,-,"HauntFreaks, 32assassin, Ezepov, Destruk, UncleReamus",1.2,2021-11-29,Silverball Mania
Sinbad (Gottlieb 1978),Gottlieb,1978,"Fantasy, Mythology",4,2159,-,EM,VPX,"Kruge99, Pinuck, Arconovum",1.0.0-2.5,2023-06-25,Sinbad
Sir Lancelot (Peyper 1994),Peyper,1994,"Medieval, Fantasy",-,4949,-,SS,-,"GauGau, Goldchicco, 32assassin, Mfuegemann, Movieguru, Batch",1.1.0,2023-07-18,Sir Lancelot
Snake Machine (Taito do Brasil 1982),Taito do Brasil,1982,Fantasy,4,4585,-,SS,VPX,"JPSalas, Carlos Guizzo, Pmax65, Akiles50000, Rothbauerw",4.0.0,2022-08-29,Snake Machine
Solar City (Gottlieb 1977),Gottlieb,1977,Fantasy,2,2237,-,EM,VPX,"Rajo Joey, Loserman76",1.0.0,2023-01-10,Solar City
Solar Fire (Williams 1981),Williams,1981,"Outer Space, Science Fiction, Space Fantasy",4,2238,-,SS,VPX,"UnclePaulie, Goldchicco, Wylte, Smaug, Mfuegemann, Vogliadicane, Apophis, Arngrim, Batch, 32assassin, JPSalas, Rothbauerw, PinstratsDan",2.0.5,2022-09-21,Solar Fire
Sorcerer (Williams 1985),Williams,1985,"Fantasy, Wizards, Magic, Dragons",4,2242,-,SS,VPX,"JPSalas, Scott Harvey, Carlos Guizzo, Herweh, SLAMT1LT",4.0.0,2022-11-20,Sorcerer
Sorcerer's Lair (Zen Studios 2011),Zen Studios,2011,"Fantasy, Wizards, Magic",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Sorcerer's Lair
Space Dragon Princess (Original 2023),Original,2023,Fantasy,-,-,-,-,FP,Anthias,1.1,2023-12-28,Space Dragon Princess
Space Invaders (Bally 1980),Bally,1980,"Outer Space, Fantasy",4,2252,-,SS,VPX,"JPSalas, Hanzoverfist, Carlos Guizzo, Josealex",4.0.1,2022-11-28,Space Invaders
Space Rider (Geiger 1980),Geiger,1980,"Outer Space, Fantasy",-,-,-,SS,VPX,"JPSalas, TAB",4.0.0,2022-11-07,Space Rider
Space Train (MAC S.A. 1987),MAC S.A.,1987,"Outer Space, Fantasy",4,3895,-,SS,VPX,"Goldchicco, 32assassin, Mfuegemann, Arngrim, Batch, JPSalas",1.2a,2020-12-22,Space Train
Spectrum (Bally 1982),Bally,1982,Fantasy,4,2274,-,SS,VPX,"Arconovum, 32assassin",1.0-2.5,2023-06-25,Spectrum
Star God (Zaccaria 1980),Zaccaria,1980,Fantasy,4,3458,-,SS,VPX,"RetroRitchie, Goldchicco, 32assassin, JPSalas, Ezepov, Vogliadicane, Movieguru, Arngrim, HauntFreaks, Apophis, TastyWasps, Bord",1.4,2023-11-08,Star God
Star Light (Williams 1984),Williams,1984,"Outer Space, Fantasy, Wizards",4,2362,-,SS,VPX,Bord,1.0.1,2021-11-29,Star Light
Star Trek (Gottlieb 1971),Gottlieb,1971,"Outer Space, Fantasy",1,2354,-,EM,VPX,BorgDog,1.1,2016-01-27,Star Trek
Star Trek 25th Anniversary (Data East 1991),Data East,1991,"Licensed Theme, Outer Space, Science Fiction, Space Fantasy, Movie",-,2356,-,SS,VPX,"Versins77, 32assassin, JPSalas",1.0,2023-06-20,Star Trek 25th Anniversary
Star Wars (Sonic 1987),Sonic,1987,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,4513,-,SS,VPX,"Mfuegemann, Dark, GTXJoe, Akiles50000, TAB",1.1,2018-04-13,Star Wars
Star Wars - Bounty Hunter (Original 2021),Original,2021,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,-,-,SS,VPX,"Tartzani, Oqqsan, Rik, Apophis",3.02,2022-12-21,Star Wars - Bounty Hunter
Star Wars - The Empire Strikes Back (Hankin 1980),Hankin,1980,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,2868,-,SS,VPX,"Xenonph, 32assassin",3.1,2023-02-02,Star Wars - The Empire Strikes Back
Star Wars - Tribute (Original 2021),Original,2021,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,VPX,"Shamrock1980, JPSalas, Siggi",1.3.0,2022-03-16,Star Wars - Tribute
Star Wars Death Star Assault (Original 2022),Original,2022,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,FP,"TerryRed, SLAMT1LT, Matt Ellis",1.5,2023-12-09,Star Wars Death Star Assault
Star Wars Episode 1 (Original 2023),Original,2023,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,VPX,"Ryguy417, Xenonph, Cliffy",1.2,2023-09-27,Star Wars Episode 1
Star Wars Pinball - Starfighter Assault (Zen Studios 2013),Zen Studios,2013,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,-,-,-,FX,"Zen Studios, Tamas Pokrocz",-,2023-07-23,Star Wars Pinball - Starfighter Assault
Star Wars Trilogy (Sega 1997),Sega,1997,"Licensed Theme, Science Fiction, Space Fantasy, Movie",6,4054,-,SS,VPX,"Bigus1, Hanibal, JPSalas",2.0,2023-07-13,Star Wars Trilogy
Star-Jet (Bally 1963),Bally,1963,"Outer Space, Fantasy",2,2347,-,EM,VPX,"Bord, Rothbauerw",1.2.0,2021-09-01,Star-Jet
Stellar Airship (Geiger 1979),Geiger,1979,"Fantasy, Outer Space",4,4016,-,SS,VPX,"Tom, Scotty VH, Thalamus, Mlager8, Randr, Armyaviation, TAB",1.0,2021-04-02,Stellar Airship
Stellar Wars (Williams 1979),Williams,1979,"Fantasy, Outer Space, Science Fiction",-,2372,-,SS,VPX,"Bord, UnclePaulie",1.0.0,2022-03-07,Stellar Wars
Strange Science (Bally 1986),Bally,1986,Fantasy,4,2396,-,SS,VPX,"Solters, AgentEighty6, BrandonLaw, Destruk, Jturner, nFozzy, Flupper, Ninuzzu, Bigus1, Bord",1.0,2022-07-24,Strange Science
Strange World (Gottlieb 1978),Gottlieb,1978,"Outer Space, Fantasy",1,2397,-,EM,VPX,"Teisen, Loserman76",1.0.0,2023-08-15,Strange World
Stranger Things (OrbitalPin 2017),OrbitalPin,2017,"TV Show, Science Fiction, Fantasy, Horror",4,-,-,SS,VPX,"ScottyWic, ScottyWic's wife, TerryRed, DJRobX, Flupper, Lauminet, Jrsprad, Stefanaustria (STAT), Ryan H, Ninuzzu, HauntFreaks, JPSalas, Nailbuster, Tom Tower",2.2,2021-04-07,Stranger Things
Stranger Things - Stranger Edition (OrbitalPin 2018),OrbitalPin,2018,"TV Show, Science Fiction, Fantasy, Horror",4,-,-,SS,VPX,"Team Tuga, Nesta78",1.0,2023-07-12,Stranger Things - Stranger Edition
Sultan (Taito do Brasil 1978),Taito do Brasil,1978,"Fantasy, Mythology",4,5009,-,SS,VPX,"JPSalas, Carlos Guizzo, Editoy, Tio Italo, Kruge99, Pinuck, Mick67, Popotte, Pmax65, Akiles50000, HauntFreaks, Rothbauerw",4.0.0,2022-08-29,Sultan
Super Spin (Gottlieb 1977),Gottlieb,1977,"Fantasy, Recreation",2,2445,-,EM,VPX,"Rajo Joey, Loserman76, GNance",1.0.0,2023-01-12,Super Spin
Sword Dancer (Original 2023),Original,2023,Fantasy,-,-,-,-,-,VonKrafte,1.1,2023-01-08,Sword Dancer
Swords of Fury (Williams 1988),Williams,1988,"Fantasy, Knights, Wizards, Magic, Medieval",4,2486,-,SS,FX,"Zen Studios, Thomas Crofts",-,2023-07-23,Swords of Fury
Tales of the Arabian Nights (Williams 1996),Williams,1996,"Fantasy, Mythology",4,3824,-,SS,VPX,"JPSalas, Grizz, ClarkKent, Michael Gallo, Randr, SliderPoint",5.0.0,2023-07-02,Tales of the Arabian Nights
Target Alpha (Gottlieb 1976),Gottlieb,1976,"Outer Space, Fantasy",4,2500,-,EM,VPX,"DarthVito, Teisen, Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim, Rajo Joey",1.1,2023-11-25,Target Alpha
Ten Stars (Zaccaria 1976),Zaccaria,1976,"Outer Space, Fantasy",1,3373,-,EM,VPX,"Ukexpat71, Loserman76, Axioma, VPW Team",1.0.0,2021-11-02,Ten Stars
"Avengers, The (Stern 2012)",Stern,2012,"Comics, Fantasy, Licensed Theme, Superheroes",4,5938,-,SS,VPX,"TastyWasps, Masonm, Bigus1, Diemonik, Neofr45, Stout, Freneticamnesic, GTXJoe",1.48,2023-08-13,"Avengers, The"
"Avengers Infinity Quest, The (Stern 2020)",Stern,2020,"Comics, Fantasy, Licensed Theme, Superheroes",-,-,-,SS,VPX,Fastdraw (Granit),1.0.1,2023-08-06,"Avengers Infinity Quest, The"
"Dark Crystal Pinball, The (Original 2020)",Original,2020,"Movie, Fantasy",-,-,-,SS,VPX,"Gman77, Mark Paulik (WPilot), JPSalas, Jagandy82, Addestratore, ionman99, Cliffy, Nagaidevil",1.0.0,2023-08-12,"Dark Crystal Pinball, The"
"Labyrinth, The (Original 2023)",Original,2023,"Movie, Fantasy",-,-,-,SS,VPX,"Jagandy82, JPSalas, Balutito, Nesta78, Joe Picasso",3.0,2023-12-08,"Labyrinth, The"
"Last Unicorn, The (Original 2020)",Original,2020,"Fantasy, Movie",-,-,-,EM,VPX,"Mark Paulik (WPilot), JPSalas",1.0,2020-08-17,"Last Unicorn, The"
"Leprechaun King, The (OrbitalPin 2019)",OrbitalPin,2019,Fantasy,4,-,-,SS,VPX,"ScottyWic, Victoria Fernandez, Danny Tieger, Sofia Silva, Frank Heming, Orbital Creators Club",0.35,2021-04-07,"Leprechaun King, The"
"Lord of the Rings, The (Stern 2003)",Stern,2003,"Fantasy, Licensed Theme",4,4858,-,SS,VPX,VPin Workshop (VPW),1.4,2023-08-23,"Lord of the Rings, The"
"Mandalorian, The (Original 2020)",Original,2020,"Science Fiction, Space Fantasy, TV Show",4,-,-,SS,VPX,"iDigStuff, Addestratore, Mistermixer, William Hammond, HiRez00",1.1,2020-05-04,"Mandalorian, The"
"Sword of Fury, The (Original 2019)",Original,2019,"Fantasy, Medieval, Knights",-,-,-,SS,VPX,"Fastdraw (Granit), Fastdraw (Granit), Kiwi, GTXJoe",1.0.1,2019-10-31,"Sword of Fury, The"
"Wiggler, The (Bally 1967)",Bally,1967,Fantasy,4,2777,-,EM,VPX,"Scottacus, nFozzy, Kds70, JR, Whirlwind, Onevox, Bord",2.26,2022-08-10,"Wiggler, The"
"Witcher, The (Original 2020)",Original,2020,"Fantasy, Video Game, TV Show",4,-,-,SS,VPX,"Solters, Siggi, 32assassin",1.0,2022-07-31,"Witcher, The"
Three Angels (Original 2018),Original,2018,Fantasy,-,-,-,SS,VPX,"Solters, Randr, Blindmankind Games",1.3,2022-08-29,Three Angels
Tiki Bob's Atomic Beach Party (Original 2021),Original,2021,"Fantasy, Aliens",-,-,-,SS,VPX,"iDigStuff, Watacaractr, ScottyWic, Peter G, Joey Beaulieu (Joe Picasso), Rik Laubach, Apophis, Andrei Maraklov, JPSalas, VPin Workshop (VPW)",1.1,2022-12-31,Tiki Bob's Atomic Beach Party
Time Fantasy (Williams 1983),Williams,1983,Fantasy,4,2563,-,SS,VPX,"Goldchicco, Rajo Joey, 32assassin, Mfuegemann",1.0.0,2023-02-18,Time Fantasy
Time Line (Gottlieb 1980),Gottlieb,1980,"Adventure, Fantasy",4,2564,-,SS,VPX,"Scottacus, Thalamus, BorgDog, Arngrim, Bord, Mike Da Spike",1.03,2021-09-07,Time Line
Time Lord  (Original 2022),Original,2022,Fantasy,-,-,-,SS,VPX,Russell Tolhurst (RusstyT),3.0.5,2023-09-03,Time Lord
Time Machine (Zaccaria 1983),Zaccaria,1983,"Adventure, Fantasy, Science Fiction, Time Travel",4,3494,-,SS,VPX,"Goldchicco, 32assassin, Movieguru, Arngrim, Mfuegemann, Vogliadicane, Pmax65, JPSalas",1.3,2023-08-27,Time Machine
Time Tunnel (Bally 1971),Bally,1971,"TV Show, Fantasy, Time Travel",4,2566,-,EM,VPX,"Bord, Rothbauerw",2.0.0,2022-03-31,Time Tunnel
Titan (Taito do Brasil 1982),Taito do Brasil,1982,Fantasy,4,4587,-,SS,VPX,"JPSalas, Carlos Guizzo, Tio Italo, Pmax65, Luiz Culik, Rothbauerw",4.0.0,2022-08-29,Titan
Topaz (Inder 1979),Inder,1979,Outer Space - Fantasy - Girls - Women,-,-,-,SS,FP,Margoni,1.0,2023-10-07,Topaz
Toxic Tattoo (Original 2020),Original,2020,Fantasy,4,-,-,SS,VPX,"Davor Lipovac, HiRez00, 32assassin",1.0,2020-05-11,Toxic Tattoo
Tri Zone (Williams 1979),Williams,1979,"Outer Space, Fantasy",4,2641,-,SS,VPX,"Kiwi, New, Cyberpez, Hanzoverfist, GTXJoe, Arngrim, JPSalas",1.2.0,2022-01-15,Tri Zone
Trials of Kaladon (Original 2021),Original,2021,"Mythology, Fantasy",-,-,-,SS,VPX,Kemen,0.0.1-beta,2023-06-25,Trials of Kaladon
Universe (Zaccaria 1976),Zaccaria,1976,Fantasy,4,2706,-,EM,VPX,"Ukexpat71, Loserman76, Axioma, VPW Team",1.0.0,2021-11-02,Universe
V.1 (IDSA 1986),IDSA,1986,"Outer Space, Fantasy",4,5022,-,SS,VPX,"Goldchicco, 32assassin, Mfuegemann",2.0a,2021-10-25,V.1
Vector (Bally 1982),Bally,1982,"Fantasy, Sports",4,2723,-,SS,VPX,"Mustang1961, Schreibi34, Sindbad",1.0,2022-03-22,Vector
Verne's World (Spinball S.A.L. 1996),Spinball S.A.L.,1996,"Adventure, Fantasy, Fictional",4,4619,-,SS,VPX,Freneticamnesic,082516a,2016-08-25,Verne's World
Viper (Stern 1981),Stern,1981,Fantasy,4,2739,-,SS,VPX,"JPSalas, StrangeLeo72, Akiles50000",4.0.1,2022-11-28,Viper
