Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
Dexter (Original 2022),Original,2022,"TV Show, Crime",-,-,-,SS,VPX,"Icepinball, Ivantba, 32assassin, Mfuegemann",1.0.0,2022-09-05,Dexter
Diadem (Original 2023),Original,2023,-,-,-,-,SS,VPX,"Joust 7800, VonKrafte, Derek Fiechter",1.1,2023-03-08,Diadem
Die Hard Trilogy (Original 2023),Original,2023,"Movie, Action",-,-,-,SS,VPX,"VPin Workshop (VPW), Astronasty, Scampa123, Nailbuster, Oqqsan, Fluffhead, Flux, Gedankekojote, Cyberpez, Rawd, Iaakki, JoePicasso, Frisco, iScored Dan, Rik",0.98,2023-12-19,Die Hard Trilogy
Dimmu Borgir (Original 2019),Original,2019,"Music, Heavy Metal",4,-,-,SS,VPX,"Zedixair, Franck Hollinger (Mussinger)",1.0,2019-10-04,Dimmu Borgir
Dirty Dancing (Original 2022),Original,2022,"Movie, Dancing",-,-,-,SS,VPX,"Icepinball, JPSalas",1.0.0,2022-05-06,Dirty Dancing
Disney Descendants (Original 2020),Original,2020,"Animation, Movie, Kids",4,-,-,SS,VPX,"Phenom, Pinballfan2018, Hawkeyez88, KenSwift, Joey, Jason, iDigStuff, JPSalas, Goldchicco, Nailbuster",1.3,2021-03-27,Disney Descendants
Disney Encanto  (Original 2022),Original,2022,"Animation, Kids",-,-,-,SS,VPX,"Manbearpig, JPSalas",1.0,2022-02-01,Disney Encanto
Disney Moana (Original 2021),Original,2021,"Animation, Kids",-,-,-,SS,VPX,"Phenom, Dvs626, BuffaloPinPro, Hawkeyez88, NJ, Pinball Picasso, PEandS1ws, JPSalas, Goldchicco, TCDeez",1.1,2021-11-26,Disney Moana
Disney Pixar Brave (Original 2021),Original,2021,"Animation, Kids",-,-,-,SS,VPX,"Phenom, Danvor, Dvs626, Hawkeyez88, Pinball Picasso, PEandS1ws, TCDeez, Goldchicco",1.0,2023-06-05,Disney Pixar Brave
Disney Pixar Luca (Original 2021),Original,2021,"Animation, Kids",-,-,-,SS,VPX,"Phenom, Buffalo Pin Bro, iDigStuff, Jbg4208, HauntFreaks, Goldchicco",1.1,2021-11-26,Disney Pixar Luca
Disney Pixar Onward (Original 2021),Original,2021,"Animation, Kids",-,-,-,SS,VPX,"Manbearpig, ScottyWic, Phenom, JPSalas",1.1,2022-01-09,Disney Pixar Onward
Disney Princesses (Original 2016),Original,2016,"Animation, Kids",-,-,-,SS,VPX,"Rtkiii, Xenonph, GTXJoe, BorgDog, SliderPoint",2.4,2021-02-19,Disney Princesses
Disney Tangled (Original 2021),Original,2021,"Cartoon, Kids",-,-,-,SS,VPX,"Phenom, Buffalo Pin Bro, iDigStuff, Hawkeyez88, NJ, Pinball Picasso, Devious626, PEandS1ws, Chucky87, JPSalas, Goldchicco, TCDeez",2.0,2021-11-26,Disney Tangled
Disney The Little Mermaid  (Original 2021),Original,2021,"Animation, Kids",-,-,-,SS,VPX,"Phenom, Dvs626, Buffalo Pin Bro, Hawkeyez88, NJ, iDigStuff, Pinball Picasso, PEandS1ws, Chucky87, JPSalas, Goldchicco, TCDeez",1.1,2021-11-24,Disney The Little Mermaid
Disney's Aladdin (Original 2020),Original,2020,"Animation, Kids",4,-,-,SS,VPX,"Ivantba, Flash 62",1.0,2020-01-28,Disney's Aladdin
Django Unchained (Original 2022),Original,2022,"American West, Movie",-,-,-,SS,VPX,"Balutito, Ninuzzu, Tom Tower",1.2,2023-07-28,Django Unchained
Doctor Strange Pinball (Original 2023),Original,2023,"Comics, Superheroes, Movie",-,-,-,SS,VPX,"Balutito, UncleWilly, Thalamus, Ise Ananphada, SliderPoint, oooPlayer1ooo",1.0.0,2023-05-18,Doctor Strange Pinball
Dominatrix (Original 2022),Original,2022,"Adult, Women",-,-,-,EM,VPX,Icepinball,1.0.0,2022-04-01,Dominatrix
Donald Duck Phantomias (Original 2022),Original,2022,"Animation, Kids",-,-,-,SS,VPX,"Icepinball, JPSalas",1.01,2022-05-22,Donald Duck Phantomias
Doom Classic Edition (Original 2019),Original,2019,"Video Game, Science Fiction",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-09-07,Doom Classic Edition
Doom Eternal (Original 2022),Original,2022,Video Game,-,-,-,SS,-,"Pixel.fi, Brock Hofer, Andrew Hulshult, Fleep, Flupper, JPSalas",1.0,2022-07-17,Doom Eternal
Doraemon (Original 2020),Original,2020,"Animation, Kids",-,-,-,EM,VPX,"Remdwaas1986, JPSalas",1.2,2021-12-15,Doraemon
Double Dragon Neon (Original 2020),Original,2020,Video Game,-,-,-,EM,VPX,"Ivantba, Remdwaas1986",1.0,2020-10-31,Double Dragon Neon
Dr. Jekyll and Mr. Hyde (Original 2022),Original,2022,Horror,-,-,-,SS,VPX,"Bombaj344, BurtMacklin, Bigus1, 32assassin, Francisco666",1.3.1,2022-06-13,Dr. Jekyll and Mr. Hyde
Dragon Ball Z  (Original 2023),Original,2023,Anime,-,-,-,SS,VPX,"Oly2, Javier",1.2.0,2023-05-25,Dragon Ball Z
Dragon Ball Z Budokai (Original 2023),Original,2023,Anime,-,-,-,-,-,"Larouillas, Masonou, JPSalas",2.0.0,2023-12-08,Dragon Ball Z Budokai
Dragon Ball Z The Pinball (Original 2019),Original,2019,Anime,-,-,-,SS,VPX,Javier1515,1.06,2022-04-11,Dragon Ball Z The Pinball
Dragon Flames (Original 2024),Original,2024,Fantasy,-,-,-,EM,VPX,"Wildlifewizard, Jogrady7",2.0,2024-01-11,Dragon Flames
Dragon's Lair (Original 2023),Original,2023,Video Game,-,-,-,EM,VPX,"Cez60, Jmx, JPSalas",1.0.0,2023-04-03,Dragon's Lair
DragonFire  (Original 2021),Original,2021,"Dragons, Fantasy",-,-,-,EM,VPX,Rosve,1.1.0,2021-12-04,DragonFire
Dream Daddy Pinball - The Dad Dating PuP-Pack Adventure (Original 2020),Original,2020,"Romance, Video Game",-,-,-,SS,VPX,"Baseraider, PEandS1Ws",1.2.0,2022-09-14,Dream Daddy Pinball - The Dad Dating PuP-Pack Adventure
Dreamworks Megamind (Original 2021),Original,2021,"Animation, Movie, Kids",4,-,-,SS,VPX,"Phenom, Dvs626, Buffalo Pin Bro, Goldchicco",1.1,2021-10-23,Dreamworks Megamind
Dreamworks Trolls (Original 2021),Original,2021,"Animation, Movie, Kids",-,-,-,SS,VPX,"Phenom, Brendan Bailey (Pinwizkid), Javier1515, Hawkeyez88, PEandS1Ws, Goldchicco, TCDeez",1.2,2021-11-26,Dreamworks Trolls
Drink Absolut (Original 2015),Original,2015,Drinking,-,-,-,EM,VPX,"JamieP, Itchigo, Pbecker1946",2.1.1,2022-01-25,Drink Absolut
Drunken Santa (Original 2020),Original,2020,Christmas,-,-,-,SS,VPX,"Remdwaas1986, Davor Lipovac",1.3,2021-12-04,Drunken Santa
DuckTales (Original 2014),Original,2014,Cartoons,-,-,-,-,FP,Mark1,2.0SE,2023-10-13,DuckTales
Duke Nukem 3D (Original 2020),Original,2020,Video Game,4,-,-,SS,VPX,"Ivantba, JPSalas, Siggi",1.0,2020-03-01,Duke Nukem 3D
Dukes Of Hazzard Pinball (Original 2022),Original,2022,TV Show,-,-,-,SS,VPX,"Capnclaw, 32assassin, Chokeee, Hawkeyez88, Nailbuster, Smaug, Sixtoe, Bord, Tomate",1.0,2023-09-20,Dukes Of Hazzard Pinball
Eddy (Original 2019),Original,2019,Music,-,-,-,SS,VPX,"Fastdraw (Granit), Fastdraw (Granit)",1.1,2019-11-05,Eddy
El Bueno el Feo y el Malo (Original 2015),Original,2015,"American West, Movie",-,-,-,SS,VPX,"JPSalas, StrangeLeo72, Maboule",4.0,2022-09-26,El Bueno el Feo y el Malo
Electric Mayhem (Original 2016),Original,2016,"Music, TV Show",-,-,-,SS,VPX,Lodger,1.0,2016-10-07,Electric Mayhem
Elf Pinball XL (Original 2018),Original,2018,Christmas,4,-,-,SS,VPX,"Stevegooner1234, Xenonph, Lizard, JPSalas",1.0,2020-08-15,Elf Pinball XL
Elvira - Party House of Horror (Original 2019),Original,2019,"Licensed Theme, Horror, Supernatural",-,,-,SS,VPX,"Gman77, Jagandy82, Nagadevil, HauntFreaks, Marty02, 32assassin",1.0,2023-11-09,Elvira - Party House of Horror
Eminem (Original 2019),Original,2019,Music,-,-,-,EM,VPX,Dunriwikan45,1.0.0,2023-03-03,Eminem
Endless Summer (Original 2020),Original,2020,"Sports, Surfing",4,-,-,EM,VPX,"Makmak, Thalamus, Tracy, Outhere, Flupper, DJRobX, TerryRed, Franck Hollinger (Mussinger), Toxie, JR, Randr, GTO77, BeachBumTN, Scotty VH, ScottyWic, Fuzzel, Schreibi34, MajorFrenchy, SuperED, Wrd1972, Mfuegemann, GTXJoe, BorgDog, Ninuzzu, 3rdAxis, Arngrim, HauntFreaks, JPSalas, SliderPoint, Bord, Rothbauerw, SLAMT1LT, rom, Nailbuster",0.9.7.9,2022-07-15,Endless Summer
Escape From Monkey Island (Original 2021),Original,2021,"Video Game, Pirates",-,-,-,-,VPX,"Remdwaas1986, Shoopity",1.2,2023-04-18,Escape From Monkey Island
Escape from New York (Original 2020),Original,2020,"Science Fiction, Movie",4,-6,-,SS,VPX,"Shannon, 32assassin",1.1,2020-04-04,Escape from New York
Estopa (Original 2022),Original,2022,Music,-,-,-,SS,VPX,"Miguel Roche, Fireslayer26, Cyberpez",1.0.0,2022-01-16,Estopa
Evanescence (Original 2021),Original,2021,Music,4,-,-,SS,VPX,"Phenom, Buffalo Pin Bro, Hawkeyez88, Pinball Picasso, Dvs626, JPSalas",1.0,2023-06-05,Evanescence
Everquest  (Original 2023),Original,2023,"Video Game, Fantasy",-,-,-,SS,VPX,"Davadruix, nFozzy, Balutito, Steve Fabok",1.1,2023-02-26,Everquest
Evil Dead (Original 2018),Original,2018,"Horror, Movie",-,-,-,SS,VPX,HorsePin,1.1,2023-06-18,Evil Dead
Evil Dead 2 (Original 2019),Original,2019,"Horror, Movie, Supernatural",4,-,-,SS,VPX,"Bombaj344, Pin666, JPSalas",1.0.0,2022-02-01,Evil Dead 2
Evil Dead 3 Army of Darkness (Original 2020),Original,2020,"Horror, Movie",-,-,-,SS,VPX,"Ivantba, Javier, Brendan Bailey (Pinwizkid)",1.0,2020-03-23,Evil Dead 3 Army of Darkness
Extremoduro Pinball (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Defcon Norris, Marty02, Ivantba, Delta23, Cuclis Soriano, Ramone, JPSalas",1.03,2022-04-11,Extremoduro Pinball
Eye of the Beholder (Original 2023),Original,2023,Video Game,-,-,-,SS,VPX,"Icepinball, Ivantba, 32assassin, GauGau",1.2.0,2023-07-05,Eye of the Beholder
Faith - George Michael (Original 2023),Original,2023,Music,-,-,-,SS,VPX,VLive,1.02,2023-03-31,Faith - George Michael
Family Guy Xmas Pinball (Original 2020),Original,2020,"TV Show, Christmas",-,-,-,-,VPX,"Stevegooner1234, Xenonph, Wildman, Lizard, JPSalas",1.0,2023-09-04,Family Guy Xmas Pinball
Far Cry 3 Blood Dragon (Original 2018),Original,2018,Video Game,-,-,-,SS,VPX,"Ivantba, HiRez00, Xenonph, HauntFreaks, JPSalas",1.3,2019-12-06,Far Cry 3 Blood Dragon
Fast and Furious (Original 2022),Original,2022,"Movie, Cars",-,-,-,SS,VPX,"Marty02, Flupper1, Ganjafarmer, 32assassin",2.1,2022-08-24,Fast and Furious
Feiseanna II - Dream Worlds (Original 2022),Original,2022,Dancing,-,-,-,-,VPX,"VonKrafte, Jogrady7",2.0,2022-12-03,Feiseanna II - Dream Worlds
Ferris Bueller's Day Off (Original 2022),Original,2022,"Movie, Comedy",-,-,-,-,FP,"Charlespinball, TerryRed",-,2023-08-14,Ferris Bueller's Day Off
Fight Night (Original 2014),Original,2014,"Sports, Boxing",-,-,-,EM,VPX,Jogrady7,1.1,2021-11-24,Fight Night
Fish Town (Original 2022),Original,2022,Wild Life,-,-,-,-,FP,Mark1,1.0.0,2023-08-07,Fish Town
Five Finger Death Punch (Original 2023),Original,2023,"Music, Heavy Metal",-,-,-,SS,VPX,"doivelspack, HiRez00, JPSalas",1.0.4,2023-02-18,Five Finger Death Punch
Five Nights at Freddy (Original 2021),Original,2021,Video Game,-,-,-,SS,VPX,"Remdwaas1986, Drjameshouse, Godisnothere, Uers1983, Tartzani, Tomate, Mrtr32, Visnoskyarc, HauntFreaks, JPSalas",1.3,2022-06-18,Five Nights at Freddy
Five Nights at Freddy's Pizza Party (Original 2020),Original,2020,Video Game,4,-,-,SS,VPX,Gamemodder,2.0,2020-12-10,Five Nights at Freddy's Pizza Party
Foo Fighters (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Ryguy417, Darthwhat, Hawkeyez88, Destruk, BurtMacklin, Deathinc, Goldchicco",2.0,2023-08-26,Foo Fighters
Forge (Original 2023),Original,2023,-,-,-,-,SS,VPX,"VonKrafte, KarlCasey, WhiteBat",2.1.0,2023-02-09,Forge
Forrest Gump (Original 2023),Original,2023,Movie,-,-,-,SS,VPX,"Jagandy82, Nesta78, Joe Picasso",2.0.0,2023-08-27,Forrest Gump
Friday the 13th (Original 2017),Original,2017,"Movie, Horror",-,-,-,SS,VPX,TheGhost787,1.0,2017-01-03,Friday the 13th
Friday the 13th Part II (Original 2019),Original,2019,"Movie, Horror",4,-,-,SS,VPX,"Ivantba, 32assassin",1.0,2019-06-26,Friday the 13th Part II
From Dusk Till Dawn (Original 2022),Original,2022,"Movie, Horror",-,-,-,SS,VPX,"Larouillas, Balutito, BurtMacklin, JPSalas",1.0.0,2023-03-13,From Dusk Till Dawn
Frozen (Original 2016),Original,2016,"Animation, Kids",-,-,-,SS,VPX,Lodger,1.1,2016-08-03,Frozen
Full Metal Jacket (Original 2022),Original,2022,"Movie, Combat",-,-,-,SS,VPX,"Balutito, Armyaviation",1.2,2022-07-15,Full Metal Jacket
Full Throttle  (Original 2023),Original,2023,"Sports, Motorcycle Racing",-,6301,-,SS,VPX,"Ryguy417, JPSalas",1.0.0,2023-05-27,Full Throttle
Futurama (Original 2024),Original,2024,"Animation, Science Fiction, Comedy",-,-,-,SS,VPX,"Wizball, Joe Picasso, Team Tuga, Apophis, Rawd, TastyWasps, Jogandy82, PinStratDan, RetroG33K, Tomate, VPW Team",1.0,2024-01-13,Futurama
Galaxy Quest (Original 2020),Original,2020,"Outer Space, Movie",4,-,-,SS,VPX,"Topper2k, DopePope, Icekazim, John Hoagland, JPSalas",1.1,2023-02-18,Galaxy Quest
Gamblin Daze (Original 2023),Original,2023,Gambling,-,-,-,SS,VPX,Wildlifewizard,1.0.2,2023-06-18,Gamblin Daze
Game of Thrones (Original 2021),Original,2021,"Licensed Theme, Medieval, TV Show",-,-,-,SS,VPX,"Solters, Balutito, Glxb, Highlnder00, Jpinsa, Shaderbytes, Javier1515, Hawkeyez88, Fluffhead35, Daeron61, Nesta78, Nailbuster",1.0,2022-08-11,Game of Thrones
Gargamel Park (Original 2017),Original,2017,"Animation, Kids",-,-,-,SS,VPX,"JPSalas, Arngrim, HauntFreaks",4.0.2,2022-11-30,Gargamel Park
Get Smart  (Original 2021),Original,2021,TV Show,-,-,-,SS,VPX,"Drinkcristal, Rawd, WillyCWonka, Leojreimroc",2.0.0,2022-01-21,Get Smart
Ghost (Original 2023),Original,2023,"Music, Rock",-,-,-,SS,VPX,"Jonpfeiler, TastyWasps, IDigStuff",1.25,2023-12-23,Ghost
Ghosts 'n Goblins (Original 2018),Original,2018,Video Game,4,1800,-,SS,VPX,"Ivantba, Bord, Xenonph",1.2,2019-03-01,Ghosts 'n Goblins
Giana Sisters (Original 2018),Original,2018,Video Game,-,-,-,SS,VPX,"Ivantba, Wizball",1.2,2018-10-18,Giana Sisters
Godzilla - Limited Edition (Original 2021),Original,2021,"Fantasy, Movie, Monsters",-,,-,SS,VPX,"Marty02, Bigus1",2.2,2023-04-29,Godzilla - Limited Edition
Godzilla vs Kong (Original 2023),Original,2023,"Fantasy, Movie, Monsters",-,-,-,SS,VPX,"Marty02, 32assassin",2.0,2023-05-26,Godzilla vs Kong
GoldWing (Original 2018),Original,2018,Motorcycles,-,-,-,EM,VPX,"HSM, BorgDog",1.0,2018-02-07,GoldWing
Golden Axe (Original 2018),Original,2018,Video Game,-,-,-,SS,VPX,"Ivantba, Xenonph, Batch, JPSalas",2.0,2020-02-13,Golden Axe
Golden Birds (Original 2015),Original,2015,Video Game,-,-,-,SS,VPX,BorgDog,2.0,2016-02-03,Golden Birds
Goldorak (Original 2017),Original,2017,"Anime, TV Show",-,-,-,SS,VPX,"Balutito, Javier1515, Stefanaustria (STAT), HauntFreaks, JPSalas, rom, Paolo (Wild)",1.2,2022-08-24,Goldorak
Gollum - The Rings of Power Edition (Original 2023),Original,2023,"Lord of the Rings, Fantasy",-,-,-,SS,VPX,"Iceman, JPSalas, Ronald Kah",1.0.0,2023-12-02,Gollum - The Rings of Power Edition
Gradius (Original 2017),Original,2017,"Video Game, Science Fiction",-,-,-,SS,VPX,Wizball,1.3.7,2023-06-18,Gradius
Grateful Dead (Original 2013),Original,2013,Music,-,-,-,SS,VPX,"Goldchicco, Grizz, Destruk, Doogie, Movieguru, Arngrim, JPSalas",1.1-beta,2023-06-25,Grateful Dead
Grease (Original 2020),Original,2020,Musical,4,-,-,SS,VPX,"Judremy, JPSalas, NailBuster, Joe Picasso, Marty02, Boroka, Justthebest",1.1,2023-11-02,Grease
Great Houdini (Original 2022),Original,2022,Magic,-,-,-,SS,VPX,"Marty02, JPSalas",2.4,2023-01-10,Great Houdini
Greedo's Cantina Pinball (Original 2019),Original,2019,"Science Fiction, Movie",4,-,-,SS,VPX,"Xenonph, CryptDoctor21, DJRobX, Stefanaustria (STAT), nFozzy, Skydog43, Joey2001, GTXJoe, Allknowing2012, JPSalas",2.1,2022-12-22,Greedo's Cantina Pinball
Gremlins (Original 2022),Original,2022,"Horror, Comedy, Movie",-,-,-,SS,VPX,"Balutito, Sindbad, Schreibi34, Flupper, Noah, Pin666, Ninuzzu, HauntFreaks, JPSalas",1.7,2022-07-08,Gremlins
Gremlins Pinball (Original 2019),Original,2019,"Christmas, Movie",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph",1.0,2020-08-15,Gremlins Pinball
Grillshow The Pinball Adventure (Original 2019),Original,2019,Food,4,-,-,SS,VPX,Bambi Plattfuss,1.1,2023-06-25,Grillshow The Pinball Adventure
Guardians of the Galaxy Trilogy (Original 2023),Original,2023," Licensed Theme, Comics, Superheroes, Movie",-,-,-,-,VPX,"Marty02, JPSalas",4.0,2023-09-24,Guardians of the Galaxy Trilogy
Gundam Wing (Original 2022),Original,2022,Anime,-,-,-,SS,-,"Masonou, JPSalas",1.0,2022-02-07,Gundam Wing
Guns N' Roses - Limited Edition (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Marty02, Bigus1, Team PP, JPSalas",2.0,2022-04-05,Guns N' Roses - Limited Edition
Gunship (Original 2023),Original,2023,Music,-,-,-,SS,VPX,"Jagandy82, JPSalas, Joe Picasso, BurtMacklin",1.0.0,2023-09-08,Gunship
Half-Life (Original 2019),Original,2019,Video Game,-,-,-,SS,VPX,"Ivantba, Javier",1.0,2019-04-30,Half-Life
Halloween (Original 2019),Original,2019,"Supernatural, Horror",-,-,-,SS,VPX,Fastdraw (Granit),1.0.0,2019-10-19,Halloween
Halloween 1978-1981 (Original 2022),Original,2022,"Horror, Movie",-,-,-,SS,VPX,"Ahr1man, HiRez00, Apophis",1.03,2022-11-30,Halloween 1978-1981
Halloween Michael Myers Pinball Adventures (Original 2018),Original,2018,"Movie, Horror",-,-,-,SS,VPX,"Ivantba, ScottyWic, Stefanaustria (STAT), TerryRed",1.3,2018-12-06,Halloween Michael Myers Pinball Adventures
Halo (Original 2021),Original,2021,Video Game,-,-,-,EM,VPX,"Remdwaas1986, JPSalas",1.0,2021-12-15,Halo
Hanafuda Garden  (Original 2022),Original,2022,Cards,1,-,-,EM,VPX,"Endeemillr, Pinuck, SliderPoint, Goldchicco",1.1,2022-07-31,Hanafuda Garden
Hank Williams Pinball (Original 2022),Original,2022,Music,-,-,-,EM,VPX,"Capnclaw, Loserman76, HiRez00",1.0,2023-09-21,Hank Williams Pinball
Hannibal Lecter (Original 2022),Original,2022,"Movie, TV Show, Horror",-,-,-,SS,VPX,"VP_Cooks, JPSalas",1.0.0,2022-10-26,Hannibal Lecter
Harley Quinn (Original 2017),Original,2017,"Comics, Superheroes",-,-,-,SS,VPX,"Larouillas, HauntFreaks, Ninuzzu, BorgDog, JPSalas",1.0.0,2023-12-31,Harley Quinn
Harry Potter - Prisoner Of Azkaban (Original 2021),Original,2021,"Wizards, Fantasy",-,-,-,SS,VPX,"MellerMeller, Goldchicco",1.0,2024-01-11,Harry Potter - Prisoner Of Azkaban
Hatch Rally (Original 2006),Original,2006,Auto Racing,-,-,-,-,FP,Anthias,1.2,2023-10-07,Hatch Rally
Heavy Fire (Original 2020),Original,2020,Combat,4,-,-,SS,VPX,Onemanproject,1.0,2020-08-21,Heavy Fire
Heineken (Original 2020),Original,2020,Drinking,4,-,-,SS,VPX,"Davor Lipovac, Stevegooner1234, HiRez00, JPSalas",1.0,2020-04-29,Heineken
Hellraiser (Original 2022),Original,2022,"Licensed, Horror, Supernatural",-,-,-,SS,VPX,"Balutito, Team Tuga, Dave Sousa, Iaakki, JPSalas",1.2,2023-11-03,Hellraiser
Hextech (Original 2016),Original,2016,Video Game,-,-,-,SS,VPX,"Neo, EpeC",1.2.0,2023-02-26,Hextech
Highlander (Original 2020),Original,2020,"Fantasy, Movie",-,-,-,SS,VPX,"Ivantba, Javier, Brendan Bailey (Pinwizkid)",1.0,2020-06-01,Highlander
Home Alone (Original 2021),Original,2021,"Movie, Kids",-,-,-,SS,VPX,"Joe Picasso, RetroG33k, Soundscape, TCDeez, Buffalo Pin Bro, Scampa123, Team Tuga, JPSalas",1.0.0,2021-12-24,Home Alone
Home Alone 2 Pinball (Original 2020),Original,2020,"Christmas, Movie, Kids",4,-,-,SS,VPX,"Stevegooner1234, Xenonph, Wildman, Lizard",1.0,2020-11-27,Home Alone 2 Pinball
Home Alone Pinball (Original 2019),Original,2019,"Christmas, Movie, Kids",4,-,-,SS,VPX,"Stevegooner1234, Xenonph, Wildman, Lizard",1.0,2020-11-27,Home Alone Pinball
Horrorburg (Original 2023),Original,2023,Horror,-,-,-,-,VPX,"JPSalas, Outhere",1.0.3,2023-10-23,Horrorburg
Hot Wheels (Original 2022),Original,2022,"Cars, Toy Franchise",-,-,-,SS,VPX,Fastdraw (Granit),0.84-wip,2023-06-25,Hot Wheels
Hotel Transylvania (Original 2021),Original,2021,"Animation, Movie",4,-,-,SS,VPX,"Phenom, Buffalo Pin Bro, Hawkeyez88, Devious626, iDigStuff, PEandS1wcs, Chucky87, JPSalas, TCDeez",1.1,2021-11-01,Hotel Transylvania
I Cavalieri dello Zodiaco - Saint Seiya (Original 2022),Original,2022,Anime,-,-,-,SS,VPX,"Giorgio83, Jicho2003, JPSalas",1.3,2022-05-10,I Cavalieri dello Zodiaco - Saint Seiya
I Dream of Jeannie Pinball (Original 2019),Original,2019,TV Show,4,-,-,SS,VPX,"CryptDoctor21, Xenonph, 32assassin",1.0,2019-03-30,I Dream of Jeannie Pinball
Ice Age - A Mammoth Xmas Pinball (Original 2020),Original,2020,"Christmas, Animation, Kids, Movie",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph",1.0,2020-11-27,Ice Age - A Mammoth Xmas Pinball
Ice Age Christmas (Original 2021),Original,2021,"Christmas, Animation, Kids, Movie",-,-,-,SS,VPX,"Balutito, JPSalas",1.0.0,2021-12-18,Ice Age Christmas
Impractical Jokers (Original 2015),Original,2015,TV Show,-,-,-,EM,VPX,"JamieP, Itchigo, Pbecker1946",1.0.0,2022-01-28,Impractical Jokers
Indiana Jones - Fortune and Glory Edition (Original 2023),Original,2023,"Movie, Licensed Theme",-,-,-,SS,FP,"TerryRed, Glxb, Highlnder00, Schlabber34, Fleep, JLou, SLAMT1LT",1.1,2023-12-09,Indiana Jones - Fortune and Glory Edition
Indiana Jones The Last Movie (Original 2023),Original,2023,"Licensed Theme, Movie",-,-,-,SS,VPX,"Marty02, JPSalas",3.0,2023-07-02,Indiana Jones The Last Movie
Indochine (Original 2020),Original,2020,Music,-,-,-,SS,VPX,"JPSalas, Marty02",2.0,2020-08-19,Indochine
Indochine Central Tour (Original 2023),Original,2023,Music,-,-,-,SS,VPX,"Marty02, JPSalas",4.0,2023-03-07,Indochine Central Tour
Infectious Grooves (Original 2021),Original,2021,"Music, American Funk Metal Band",-,-,-,-,VPX,"Larouillas, Balutito, HauntFreaks",1.0.0,2024-01-01,Infectious Grooves
Inhabiting Mars (Original 2023),Original,2023,"Exploration, Science Fiction",-,-,-,SS,VPX,"Joe Picasso, Oqqsan, Unsavory, Remdwaas1986, Iaakki, HauntFreaks, JPSalas",1.0.0,2023-02-18,Inhabiting Mars
Inspector Gadget (Original 2021),Original,2021,"Animation, Cartoon, Kids",-,-,-,SS,VPX,"MellerMeller, Nestorgian",1.0,2024-01-11,Inspector Gadget
Inuyasha (Original 2022),Original,2022,Anime,-,-,-,SS,VPX,"Masonou, JPSalas",1.0,2022-02-09,Inuyasha
Invader (Original 2020),Original,2020,-,-,-,-,EM,VPX,Segovia11,2.26,2023-07-19,Invader
Iron Maiden (Original 2017),Original,2017,"Music, Heavy Metal",-,-,-,-,FP,"Watacaractr, Francisco666, SLAMT1LT",1.0,2023-03-31,Iron Maiden
Iron Maiden Legacy of the Beast (Original 2022),Original,2022,Music,-,-,-,SS,VPX,VPin Workshop (VPW),1.0.12,2023-03-11,Iron Maiden Legacy of the Beast
Iron Maiden Senjutsu (Original 2021),Original,2021,"Music, Heavy Metal",4,-,-,SS,VPX,"Balutito, Wed21, Walamab, Flupper, Anthias, DarthMarino, Nesta78, GTXJoe, Siggi",1.3,2021-10-11,Iron Maiden Senjutsu
Iron Maiden Virtual Time (Original 2020),Original,2020,"Music, Heavy Metal",4,-,-,SS,VPX,"Ahr1man, Rascal, Solters, Franck Hollinger (Mussinger), Herweh",1.0.0,2023-01-13,Iron Maiden Virtual Time
It Pinball Madness  (Original 2022),Original,2022,"Horror, Movie",-,-,-,SS,VPX,"JPSalas, Joe Picasso",4.3.0,2023-10-26,It Pinball Madness
JP'S Iron Man 2 - Armored Adventures (Original 2014),Original,2014,"Comics, Fantasy, Licensed Theme, Superheroes",4,6154,-,SS,VPX,"JPSalas, Carlos Guizzo",4.3.0,2023-11-02,JP'S Iron Man 2 - Armored Adventures
JP'S NASCAR Race (Original 2005),Original,2005,"NASCAR, Auto Racing, Cars, Licensed Theme",4,5093,-,SS,VPX,"JPSalas, Arngrim, Rothbauerw",4.3.0,2023-11-02,JP'S NASCAR Race
JP's Dale Jr. NASCAR (Original 2020),Original,2020,"Sports, Auto Racing",4,-,-,SS,VPX,JPSalas,4.3.0,2023-11-02,JP's Dale Jr. NASCAR
JP's Deadpool (Original 2021),Original,2021,"Comics, Fantasy, Licensed Theme, Superheroes",-,-,-,SS,VPX,"JPSalas, EbIsLit, JLouLouLou, CPAG0821, Vbousquet, Thalamus, Jgirking, OneSharpEdge, Outhere",5.1.2,2023-08-27,JP's Deadpool
JP's Friday the 13th (Original 2021),Original,2021,"Horror, Movie",-,-,-,SS,VPX,"Pedro Pires, Joey Beaulieu (Joe Picasso), JPSalas, Godisnothere, Chucky, Springjack, Mrjcrane, Arngrim, Senseless",4.0.0,2023-10-10,JP's Friday the 13th
