Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
Alien 2 (Original 2023),Original,2023,"Movie, Science Fiction, Horror",-,-,-,SS,VPX,"Bombaj344, BurtMacklin, HauntFreaks, JPSalas, Rothbauerw, Borgdog, Ghostfreaks",1.0.0,2023-10-03,Alien 2
Alien Covenant (Original 2023),Original,2023,"Licensed Theme, Horror, Science Fiction, Movie",-,-,-,SS,VPX,"Bombaj344, Ghostfreaks, BurtMacklin, BorgDog, HauntFreaks, JPSalas, Rothbauerw",1.1,2023-04-01,Alien Covenant
Alien Isolation Pinball (Zen Studios 2016),Zen Studios,2016,"Licensed Theme, Horror, Science Fiction, Movie",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Alien Isolation Pinball
Alien Nostromo (Original 2022),Original,2022,"Licensed Theme, Horror, Science Fiction, Movie",-,-,-,-,VPX,"Gh0stbust3r, Delta23, JPSalas",4.0,2022-03-07,Alien Nostromo
Alien Poker (Williams 1980),Williams,1980,"Science Fiction, Outer Space, Cards, Gambling",4,48,-,SS,VPX,JPSalas,4.0,2022-09-03,Alien Poker
Alien Resurrection (Original 2022),Original,2022,"Licensed Theme, Horror, Science Fiction, Movie",-,-,-,SS,VPX,"Ivantba, TonyTheWrench",1.0,2022-08-22,Alien Resurrection
Alien Trilogy (Original 2019),Original,2019,"Licensed Theme, Horror, Science Fiction, Movie",-,-,-,SS,VPX,"Ivantba, Lodger",1.0,2019-02-12,Alien Trilogy
Alien vs Predator Pinball (Zen Studios 2016),Zen Studios,2016,"Licensed Theme, Horror, Science Fiction, Movie",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Alien vs Predator Pinball
Aliens (Original 2020),Original,2020,"Licensed Theme, Horror, Science Fiction, Movie",4,-,-,SS,VPX,"Solters, Bombaj344, Delta23, Rascal",1.0,2022-07-19,Aliens
Aliens Legacy (Original 2005),Original,2005,"Movie, Licensed Theme, Science Fiction",-,-,-,-,FP,"TerryRed, Steve Paradis (Polygame), SLAMT1LT, Paolo (Wild), David Eisner (Pinballwzd)",1.1,2023-12-09,Aliens Legacy
Aliens Pinball (Zen Studios 2016),Zen Studios,2016,"Licensed Theme, Horror, Science Fiction, Movie",4,-,-,-,FX3,Zen Studios,-,2000-01-01,Aliens Pinball
Aliens from Outer Space (Original 2021),Original,2021,"Aliens, Science Fiction",-,-,-,-,VPX,Rosve,1.1.3,2023-09-22,Aliens from Outer Space
Asteroid Annie and the Aliens (Gottlieb 1980),Gottlieb,1980,"Science Fiction, Outer Space, Cards, Gambling, Aliens",1,98,-,SS,VPX,"EBisLit, BorgDog, HauntFreaks, Movieguru",1.0.0,2022-01-09,Asteroid Annie and the Aliens
Astral Defender (Original 2018),Original,2018,"Science Fiction, Outer Space",-,-,-,SS,VPX,Ronimhoff,1.0,2018-02-10,Astral Defender
Attack and Revenge from Mars (Original 2015),Original,2015,"Aliens, Martians, Science Fiction",-,-,-,SS,VPX,"JPSalas, Kiwi, Arngrim",4.3.1,2023-12-21,Attack and Revenge from Mars
Babylon 5 (Original 2022),Original,2022,Science Fiction,-,-,-,SS,VPX,"Icepinball, Jeannie, Xenonph, CryptDoctor21, 32assassin",1.0.0,2022-10-03,Babylon 5
Back to the Future (Original 2013),Original,2013,"Science Fiction, Time Travel",-,-,-,SS,FP,"HZR, SLAMT1LT",1.03c,2023-08-09,Back to the Future
Back to the Future Pinball (Zen Studios 2017),Zen Studios,2017,"Licensed Theme, Science Fiction, Time Travel, Movie",4,-,-,-,FX,"Zen Studios, Peter Grafl",-,2022-04-02,Back to the Future Pinball
Barbarella (Talleres del Llobregat (Automaticos) 1972),Talleres del Llobregat (Automaticos),1972,"Fantasy, Outer Space, Science Fiction, Movie",1,5809,-,EM,VPX,"Teisen, Loserman76",1.0,2023-07-27,Barbarella
Battle of the Planets (Original 2018),Original,2018,"Science Fiction, TV Show",-,-,-,SS,FP,"AnonTet, LuvtheCubs, Brendan Bailey (Pinwizkid), SLAMT1LT",1.0,2023-08-27,Battle of the Planets
Battlestar Galactica (Original 2018),Original,2018,"Science Fiction, TV Show",4,2067,-,SS,VPX,"Xenonph, John90803, Wolis, Drybonz, Thalamus, Flupper, DJRobX, Stefanaustria (STAT), nFozzy, Slydog43, GTXJoe, Allknowing2012, HauntFreaks, JPSalas",2.1,2022-12-22,Battlestar Galactica
Big Bang Bar (Capcom 1996),Capcom,1996,"Science Fiction, Aliens",4,4001,-,SS,VPX,"VPin Workshop (VPW), ClarkKent, Ninuzzu, UncleWilly",1.0.0,2023-03-18,Big Bang Bar
Big Guns (Williams 1987),Williams,1987,Science Fiction,4,250,-,SS,VPX,"Morttis, Arconovum, 32assassin, Destruk, Francisco666, rom",2.1-3.0,2023-06-12,Big Guns
Biolab (Zen Studios 2010),Zen Studios,2010,Science Fiction,4,-,-,-,FX,Zen Studios,-,2023-07-23,Biolab
Blade Runner 2049 (Original 2020),Original,2020,"Science Fiction, Movie",-,-,-,SS,VPX,"Ahr1man, Mark Paulik (WPilot), Rawd, Studlygoorite, Solters, Rajo Joey, Sixtoe, JPSalas",2.0,2023-06-12,Blade Runner 2049
Bumper (Bill Port 1977),Bill Port,1977,"Outer Space, Science Fiction, Space Fantasy",1,6194,-,EM,VPX,"Loserman76, Kiwi, Akiles50000, JPSalas",4.0.1,2022-09-19,Bumper
Captain Future Edition (Original 2022),Original,2022,"Anime, Science Fiction",-,-,-,SS,VPX,"Icepinball, TBA, SliderPoint",1.0.0,2022-06-28,Captain Future Edition
Centigrade 37 (Gottlieb 1977),Gottlieb,1977,"Fantasy, Science Fiction",1,480,-,EM,VPX,"Pdrum, Bord, BorgDog",3.2,2023-01-12,Centigrade 37
Close Encounters of the Third Kind (Gottlieb 1978),Gottlieb,1978,"Licensed Theme, Movie, Science Fiction",4,536,-,SS,VPX,"Wiesshund, Serpiko, Pinuck",4.0,2023-09-21,Close Encounters of the Third Kind
Cobra (Original 2022),Original,2022,"Anime, Science Fiction",-,-,-,SS,VPX,"Cez60, 7he S4ge, 32assassin",1.0.0,2022-03-13,Cobra
Cybernaut (Bally 1985),Bally,1985,Science Fiction,4,614,-,SS,VPX,"Rajo Joey, Mistermixer, Schreibi34, Rawd, Rascal, Sixtoe",1.0.0,2022-03-28,Cybernaut
Darth Vader (Original 2020),Original,2020,"Science Fiction, Space Fantasy, Movie",-,-,-,-,FP,Mark1,4.0,2023-08-17,Darth Vader
Demogorgon (Original 2020),Original,2020,"Science Fiction, Licensed Theme",-,-,-,SS,VPX,"Fastdraw (Granit), Fastdraw (Granit)",1.0,2020-01-04,Demogorgon
Demolition Man (Williams 1994),Williams,1994,"Science Fiction, Licensed Theme",4,662,-,SS,VPX,"Knorr, Kiwi, Flupper1, Shoopity, Mfuegemann, Freneticamnesic, Toxie, Gigalula, Bigus1, ClarkKent",1.2,2022-07-10,Demolition Man
Doom Classic Edition (Original 2019),Original,2019,"Video Game, Science Fiction",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-09-07,Doom Classic Edition
Earth Defense (Zen Studios 2013),Zen Studios,2013,Science Fiction,4,-,-,-,FX3,Zen Studios,-,2000-01-01,Earth Defense
Embryon (Bally 1981),Bally,1981,"Fantasy, Science Fiction",4,783,-,SS,VPX,UnclePaulie,2.0.2,2023-10-08,Embryon
Escape from New York (Original 2020),Original,2020,"Science Fiction, Movie",4,-6,-,SS,VPX,"Shannon, 32assassin",1.1,2020-04-04,Escape from New York
Faeton (Juegos Populares 1985),Juegos Populares,1985,"Outer Space, Science Fiction, Space Fantasy",4,3087,-,SS,VPX,"JPSalas, Lighthouse, Arngrim",4.0,2022-09-27,Faeton
Force (LTD do Brasil 1979),LTD do Brasil,1979,"Outer Space, Science Fiction, Space Fantasy",-,5893,-,SS,VPX,"Mfuegemann, Carlos Guizzo, Wmpimentel, Wiesshund, Siggi",1.3,2023-02-22,Force
Futurama (Original 2024),Original,2024,"Animation, Science Fiction, Comedy",-,-,-,SS,VPX,"Wizball, Joe Picasso, Team Tuga, Apophis, Rawd, TastyWasps, Jogandy82, PinStratDan, RetroG33K, Tomate, VPW Team",1.0,2024-01-13,Futurama
Galaxie (Gottlieb 1971),Gottlieb,1971,"Science Fiction, Outer Space",1,978,-,EM,VPX,"Loserman76, GNance",1.0.0f,2022-03-31,Galaxie
Galaxy (Sega 1973),Sega,1973,"Outer Space, Science Fiction, Space Fantasy",-,-,-,EM,VPX,"DGrimmReaper, Leonard, Stefanaustria (STAT), GNance, Pedator, Outhere, JPSalas",1.0,2023-06-22,Galaxy
Gamatron (Sonic 1986),Sonic,1986,"Outer Space, Science Fiction",4,3114,-,SS,VPX,"JPSalas, Pedator, Akiles50000",4.0.0,2022-09-28,Gamatron
Ghostbusters (Stern 2016),Stern,2016,"Licensed Theme, Science Fiction",4,6334,-,SS,FP,"VP1000, Smoke, SLAMT1LT, JPSalas",1.4,2023-10-10,Ghostbusters
Gladiators (Gottlieb 1993),Gottlieb,1993,Science Fiction,4,1011,-,SS,VPX,"Kiwi, Madmac, Boogies2, Noah, Rascal, Steely, Pinball Ken, Destruk, Koadic, Bent98, Dboyrecords, Razors78, Zany, Cyberpez, DJRobX, GTXJoe, Akiles50000, Arngrim, JPSalas, Rothbauerw",1.1.1,2022-01-25,Gladiators
Godzilla (Stern 2021),Stern,2021,"Licensed Theme, Monsters, Science Fiction",-,6841,-,SS,FP,"Fastdraw (Granit), Mathiasg",1.2.1,2023-08-06,Godzilla
Gradius (Original 2017),Original,2017,"Video Game, Science Fiction",-,-,-,SS,VPX,Wizball,1.3.7,2023-06-18,Gradius
Greedo's Cantina Pinball (Original 2019),Original,2019,"Science Fiction, Movie",4,-,-,SS,VPX,"Xenonph, CryptDoctor21, DJRobX, Stefanaustria (STAT), nFozzy, Skydog43, Joey2001, GTXJoe, Allknowing2012, JPSalas",2.1,2022-12-22,Greedo's Cantina Pinball
Hawkman (Taito do Brasil 1983),Taito do Brasil,1983,Science Fiction,4,4512,-,SS,VPX,JPSalas,4.0.0,2022-08-29,Hawkman
Homeworld - Journey to Hiigara Pinball (Zen Studios 2023),Zen Studios,2023,"Science Fiction, Video Game",-,-,-,-,FX,Zen Studios,-,2023-07-19,Homeworld - Journey to Hiigara Pinball
Ignition (Digital Illusions 1992),Digital Illusions,1992,"Science Fiction, Video Game",-,-,-,-,FP,"Slash2084, Light66, Sebek74, Skyrunner",1.11,2023-07-24,Ignition
Inhabiting Mars (Original 2023),Original,2023,"Exploration, Science Fiction",-,-,-,SS,VPX,"Joe Picasso, Oqqsan, Unsavory, Remdwaas1986, Iaakki, HauntFreaks, JPSalas",1.0.0,2023-02-18,Inhabiting Mars
Iron Balls (Unidesa 1987),Unidesa,1987,Science Fiction,4,4426,-,SS,VPX,"Goldchicco, Mfuegemann, Vogliadicane, Movieguru, Batch, 32assassin, JPSalas",1.1,2020-12-16,Iron Balls
